specimen,CST I-A,CST I-B,CST II,CST III-A,CST III-B,CST IV-A,CST IV-B,CST IV-C0,CST IV-C2,CST IV-C4,CST V
G00014-15,1,0,0,0,0,0,0,0,0,0,0
G00014-16,1,0,0,0,0,0,0,0,0,0,0
G00014-18,1,0,0,0,0,0,0,0,0,0,0
G00014-21,1,0,0,0,0,0,0,0,0,0,0
G00014-22,1,0,0,0,0,0,0,0,0,0,0
G00014-24,1,0,0,0,0,0,0,0,0,0,0
G00014-25,1,0,0,0,0,0,0,0,0,0,0
G00014-27,1,0,0,0,0,0,0,0,0,0,0
G00014-32,1,0,0,0,0,0,0,0,0,0,0
G00015-01,0,0,0,1,0,0,0,0,0,0,0
G00015-02,0,0,0,1,0,0,0,0,0,0,0
G00015-03,0,0,0,1,0,0,0,0,0,0,0
G00015-04,0,0,0,1,0,0,0,0,0,0,0
G00015-12,0,0,0,1,0,0,0,0,0,0,0
G00015-15,0,0,0,1,0,0,0,0,0,0,0
G00016-01,0,1,0,0,0,0,0,0,0,0,0
G00016-02,1,0,0,0,0,0,0,0,0,0,0
G00016-04,1,0,0,0,0,0,0,0,0,0,0
G00016-07,0,1,0,0,0,0,0,0,0,0,0
G00016-14,0,1,0,0,0,0,0,0,0,0,0
G00016-16,1,0,0,0,0,0,0,0,0,0,0
G00016-19,0,1,0,0,0,0,0,0,0,0,0
G00016-20,0,1,0,0,0,0,0,0,0,0,0
G00016-21,1,0,0,0,0,0,0,0,0,0,0
G00016-23,1,0,0,0,0,0,0,0,0,0,0
G00016-24,1,0,0,0,0,0,0,0,0,0,0
G00016-25,1,0,0,0,0,0,0,0,0,0,0
G00017-04,0,0,0,1,0,0,0,0,0,0,0
G00017-06,0,0,0,1,0,0,0,0,0,0,0
G00017-13,0,0,0,1,0,0,0,0,0,0,0
G00017-18,0,0,0,1,0,0,0,0,0,0,0
G00017-21,0,0,0,1,0,0,0,0,0,0,0
G00017-22,0,0,0,1,0,0,0,0,0,0,0
G00017-25,0,0,0,1,0,0,0,0,0,0,0
G00018-02,0,0,0,0,0,0,0,0,0,0,1
G00018-06,0,0,0,0,0,0,0,0,0,0,1
G00018-12,0,0,0,0,0,0,0,0,0,0,1
G00018-13,0,0,0,0,0,0,0,0,0,0,1
G00018-19,0,0,0,0,0,0,0,0,0,0,1
G00018-20,0,0,0,0,0,0,0,0,0,0,1
G00018-23,0,0,0,0,0,0,0,0,0,0,1
G00018-24,0,0,0,0,0,0,0,0,0,0,1
G00018-26,0,0,0,0,0,0,0,0,0,0,1
G00019-01,0,0,0,0,0,1,0,0,0,0,0
G00019-02,0,0,0,0,1,0,0,0,0,0,0
G00019-04,0,0,0,0,0,1,0,0,0,0,0
G00019-06,0,0,0,0,0,1,0,0,0,0,0
G00019-07,0,0,0,0,0,1,0,0,0,0,0
G00019-08,0,0,0,0,0,1,0,0,0,0,0
G00019-14,0,0,0,0,1,0,0,0,0,0,0
G00019-15,0,0,0,0,0,0,0,1,0,0,0
G00019-16,0,0,0,0,1,0,0,0,0,0,0
G00019-17,0,0,0,0,0,0,0,1,0,0,0
G00019-18,0,0,0,0,0,0,0,1,0,0,0
G00019-20,0,0,0,0,0,0,0,0,0,0,1
G00019-23,0,0,0,0,1,0,0,0,0,0,0
G00019-24,0,0,0,0,0,0,0,1,0,0,0
G00019-25,0,0,0,0,0,0,0,1,0,0,0
G00019-28,0,0,0,0,0,0,0,1,0,0,0
G00019-32,0,0,0,0,0,0,0,1,0,0,0
G00019-33,0,0,0,0,0,0,0,1,0,0,0
G00019-34,0,0,0,0,0,1,0,0,0,0,0
G00019-35,0,1,0,0,0,0,0,0,0,0,0
G00020-04,0,0,0,1,0,0,0,0,0,0,0
G00020-05,0,0,0,1,0,0,0,0,0,0,0
G00020-09,0,0,0,1,0,0,0,0,0,0,0
G00020-13,0,0,0,1,0,0,0,0,0,0,0
G00020-23,0,0,0,1,0,0,0,0,0,0,0
G00021-01,0,0,0,0,0,0,1,0,0,0,0
G00021-03,0,0,0,0,1,0,0,0,0,0,0
G00021-04,0,0,0,0,0,0,1,0,0,0,0
G00021-08,0,0,0,0,0,0,1,0,0,0,0
G00022-05,0,0,0,1,0,0,0,0,0,0,0
G00022-13,0,0,0,1,0,0,0,0,0,0,0
G00022-18,0,0,0,1,0,0,0,0,0,0,0
G00022-25,0,0,0,0,1,0,0,0,0,0,0
G00023-02,0,0,0,0,0,0,1,0,0,0,0
G00023-06,0,0,0,0,0,0,1,0,0,0,0
G00023-08,0,0,0,0,0,0,1,0,0,0,0
G00023-09,0,0,0,0,0,0,1,0,0,0,0
G00024-04,1,0,0,0,0,0,0,0,0,0,0
G00024-09,1,0,0,0,0,0,0,0,0,0,0
G00024-12,1,0,0,0,0,0,0,0,0,0,0
G00024-15,0,1,0,0,0,0,0,0,0,0,0
G00024-21,0,1,0,0,0,0,0,0,0,0,0
G00025-03,0,0,0,0,0,0,1,0,0,0,0
G00025-09,0,0,0,0,0,0,1,0,0,0,0
G00025-12,0,0,0,0,0,0,1,0,0,0,0
G00025-18,0,0,0,0,0,0,1,0,0,0,0
G00025-21,0,0,0,0,0,0,1,0,0,0,0
G00025-25,0,0,0,0,0,0,1,0,0,0,0
G00025-27,0,0,0,0,0,0,1,0,0,0,0
G00026-05,0,1,0,0,0,0,0,0,0,0,0
G00026-09,0,1,0,0,0,0,0,0,0,0,0
G00026-13,1,0,0,0,0,0,0,0,0,0,0
G00026-22,1,0,0,0,0,0,0,0,0,0,0
G00026-24,1,0,0,0,0,0,0,0,0,0,0
G00027-09,1,0,0,0,0,0,0,0,0,0,0
G00027-16,1,0,0,0,0,0,0,0,0,0,0
G00027-25,1,0,0,0,0,0,0,0,0,0,0
G00027-26,1,0,0,0,0,0,0,0,0,0,0
G00027-28,0,1,0,0,0,0,0,0,0,0,0
G00028-06,0,0,0,1,0,0,0,0,0,0,0
G00028-16,0,0,0,0,1,0,0,0,0,0,0
G00028-17,0,0,0,1,0,0,0,0,0,0,0
G00028-20,0,0,0,1,0,0,0,0,0,0,0
G00028-21,0,0,0,1,0,0,0,0,0,0,0
G00029-03,1,0,0,0,0,0,0,0,0,0,0
G00029-07,1,0,0,0,0,0,0,0,0,0,0
G00029-08,1,0,0,0,0,0,0,0,0,0,0
G00029-11,1,0,0,0,0,0,0,0,0,0,0
G00029-13,1,0,0,0,0,0,0,0,0,0,0
G00029-14,1,0,0,0,0,0,0,0,0,0,0
G00029-15,1,0,0,0,0,0,0,0,0,0,0
G00029-17,0,1,0,0,0,0,0,0,0,0,0
G00030-10,1,0,0,0,0,0,0,0,0,0,0
G00031-03,0,0,0,1,0,0,0,0,0,0,0
G00031-13,0,0,0,1,0,0,0,0,0,0,0
G00031-17,0,0,0,1,0,0,0,0,0,0,0
G00031-18,0,0,0,1,0,0,0,0,0,0,0
G00032-08,1,0,0,0,0,0,0,0,0,0,0
G00032-09,1,0,0,0,0,0,0,0,0,0,0
G00032-10,1,0,0,0,0,0,0,0,0,0,0
G00032-23,1,0,0,0,0,0,0,0,0,0,0
G00032-24,1,0,0,0,0,0,0,0,0,0,0
G00032-25,1,0,0,0,0,0,0,0,0,0,0
G00032-26,1,0,0,0,0,0,0,0,0,0,0
G00033-01,0,0,0,0,0,0,0,1,0,0,0
G00033-03,0,0,0,0,0,0,0,0,0,0,1
G00033-04,0,0,0,0,0,0,0,0,0,0,1
G00033-05,0,0,0,0,0,0,0,0,0,0,1
G00033-06,0,0,0,0,0,0,0,0,0,0,1
G00033-07,0,0,0,0,0,0,0,0,0,0,1
G00033-08,0,0,0,0,0,0,0,0,0,0,1
G00033-10,0,0,0,0,0,0,0,0,0,0,1
G00033-12,0,0,0,0,0,0,0,0,0,0,1
G00033-14,0,0,0,0,0,0,1,0,0,0,0
G00034-03,0,0,0,1,0,0,0,0,0,0,0
G00034-13,0,0,0,1,0,0,0,0,0,0,0
G00034-14,0,1,0,0,0,0,0,0,0,0,0
G00034-16,0,0,0,0,1,0,0,0,0,0,0
G00034-20,0,1,0,0,0,0,0,0,0,0,0
G00035-01,0,1,0,0,0,0,0,0,0,0,0
G00035-02,0,1,0,0,0,0,0,0,0,0,0
G00035-04,1,0,0,0,0,0,0,0,0,0,0
G00035-05,0,0,1,0,0,0,0,0,0,0,0
G00035-06,0,0,1,0,0,0,0,0,0,0,0
G00035-14,0,0,0,0,0,0,0,1,0,0,0
G00035-19,0,0,0,0,0,0,0,1,0,0,0
G00035-21,0,1,0,0,0,0,0,0,0,0,0
G00035-23,0,0,0,0,0,0,0,1,0,0,0
G00035-27,0,0,0,0,0,0,0,1,0,0,0
G00035-28,0,0,0,0,0,0,0,1,0,0,0
G00035-29,0,1,0,0,0,0,0,0,0,0,0
G00036-09,1,0,0,0,0,0,0,0,0,0,0
G00036-24,0,1,0,0,0,0,0,0,0,0,0
G00037-05,1,0,0,0,0,0,0,0,0,0,0
G00037-08,1,0,0,0,0,0,0,0,0,0,0
G00037-09,1,0,0,0,0,0,0,0,0,0,0
G00037-22,0,1,0,0,0,0,0,0,0,0,0
G00038-22,1,0,0,0,0,0,0,0,0,0,0
G00039-04,1,0,0,0,0,0,0,0,0,0,0
G00039-05,1,0,0,0,0,0,0,0,0,0,0
G00039-09,0,0,0,1,0,0,0,0,0,0,0
G00039-14,0,0,0,1,0,0,0,0,0,0,0
G00039-15,0,0,0,1,0,0,0,0,0,0,0
G00039-18,0,0,0,0,1,0,0,0,0,0,0
G00039-19,1,0,0,0,0,0,0,0,0,0,0
G00040-01,0,0,0,0,0,0,1,0,0,0,0
G00041-01,0,0,0,0,0,0,1,0,0,0,0
G00042-02,0,0,0,0,1,0,0,0,0,0,0
G00042-03,0,0,0,1,0,0,0,0,0,0,0
G00042-04,0,0,0,0,0,0,0,1,0,0,0
G00042-05,0,0,0,0,1,0,0,0,0,0,0
G00043-01,0,0,0,1,0,0,0,0,0,0,0
G00043-02,0,0,0,0,1,0,0,0,0,0,0
G00044-04,0,0,0,0,0,0,1,0,0,0,0
G00044-05,0,0,0,1,0,0,0,0,0,0,0
G00045-01,0,0,0,0,0,0,1,0,0,0,0
G00046-01,1,0,0,0,0,0,0,0,0,0,0
G00046-02,0,1,0,0,0,0,0,0,0,0,0
G00046-03,0,1,0,0,0,0,0,0,0,0,0
G00046-04,0,1,0,0,0,0,0,0,0,0,0
G00046-06,0,0,0,0,0,0,1,0,0,0,0
G00046-08,0,1,0,0,0,0,0,0,0,0,0
G00046-09,0,0,0,0,1,0,0,0,0,0,0
G00047-01,1,0,0,0,0,0,0,0,0,0,0
G00048-02,0,0,0,1,0,0,0,0,0,0,0
G00048-05,0,0,0,0,1,0,0,0,0,0,0
G00049-02,1,0,0,0,0,0,0,0,0,0,0
G00050-01,0,0,0,0,0,0,1,0,0,0,0
G00051-02,0,0,0,1,0,0,0,0,0,0,0
G00051-03,0,0,0,0,0,0,1,0,0,0,0
G00051-07,0,0,0,1,0,0,0,0,0,0,0
G00052-01,0,0,0,0,0,0,1,0,0,0,0
G00052-05,0,0,0,0,1,0,0,0,0,0,0
G00052-06,0,0,0,0,0,0,1,0,0,0,0
G00052-07,0,0,0,0,1,0,0,0,0,0,0
G00053-04,0,0,0,0,1,0,0,0,0,0,0
G00053-05,0,0,0,0,0,0,1,0,0,0,0
G00053-06,0,0,0,0,1,0,0,0,0,0,0
G00054-01,0,0,0,0,0,0,1,0,0,0,0
G00054-02,0,0,0,0,0,0,1,0,0,0,0
G00054-06,0,0,0,0,1,0,0,0,0,0,0
G00054-12,0,0,0,1,0,0,0,0,0,0,0
G00055-01,0,0,0,0,1,0,0,0,0,0,0
G00055-03,0,0,0,0,1,0,0,0,0,0,0
G00055-04,0,0,0,1,0,0,0,0,0,0,0
G00055-08,0,0,0,1,0,0,0,0,0,0,0
G00055-09,0,0,0,1,0,0,0,0,0,0,0
G00056-02,0,0,0,0,1,0,0,0,0,0,0
G00056-03,0,0,0,1,0,0,0,0,0,0,0
G00056-05,0,0,0,0,0,0,1,0,0,0,0
G00056-07,0,0,0,1,0,0,0,0,0,0,0
G00056-08,0,0,0,0,1,0,0,0,0,0,0
G00056-09,0,0,0,0,1,0,0,0,0,0,0
G00057-01,0,0,0,0,1,0,0,0,0,0,0
G00057-05,0,0,0,0,1,0,0,0,0,0,0
G00057-06,0,0,0,0,1,0,0,0,0,0,0
G00057-08,0,0,0,0,1,0,0,0,0,0,0
G00057-10,0,0,0,0,1,0,0,0,0,0,0
G00058-03,0,0,0,1,0,0,0,0,0,0,0
G00058-04,0,0,0,0,1,0,0,0,0,0,0
G00058-06,0,0,0,1,0,0,0,0,0,0,0
G00058-12,0,0,0,0,1,0,0,0,0,0,0
G00058-14,0,0,0,0,1,0,0,0,0,0,0
G00058-16,0,0,0,0,1,0,0,0,0,0,0
G00059-01,0,0,0,0,0,0,1,0,0,0,0
G00059-05,0,0,0,0,0,0,1,0,0,0,0
G00059-12,0,0,0,0,0,0,1,0,0,0,0
G00059-13,0,0,0,0,0,0,1,0,0,0,0
G00060-05,0,0,0,0,1,0,0,0,0,0,0
G00060-06,0,0,0,0,1,0,0,0,0,0,0
G00060-09,0,0,0,0,1,0,0,0,0,0,0
G00061-01,0,0,0,0,0,0,1,0,0,0,0
G00061-02,0,0,0,0,0,0,1,0,0,0,0
G00061-03,0,0,0,0,0,0,1,0,0,0,0
G00061-04,0,0,0,0,0,0,1,0,0,0,0
G00061-05,0,0,0,0,0,0,1,0,0,0,0
G00061-06,0,0,0,0,0,0,1,0,0,0,0
G00061-07,0,0,0,0,0,0,1,0,0,0,0
G00061-08,0,0,0,0,0,0,1,0,0,0,0
G00061-09,0,0,0,0,0,0,1,0,0,0,0
G00061-10,0,0,0,0,1,0,0,0,0,0,0
G00061-11,0,0,0,0,0,0,1,0,0,0,0
G00061-12,0,0,0,0,1,0,0,0,0,0,0
G00061-13,0,0,0,0,0,0,0,1,0,0,0
G00062-01,0,0,0,1,0,0,0,0,0,0,0
G00064-05,1,0,0,0,0,0,0,0,0,0,0
G00064-08,1,0,0,0,0,0,0,0,0,0,0
G00064-10,0,1,0,0,0,0,0,0,0,0,0
G00064-11,1,0,0,0,0,0,0,0,0,0,0
G00064-13,0,1,0,0,0,0,0,0,0,0,0
G00065-08,0,0,0,0,0,0,0,0,0,0,1
G00065-09,0,0,0,0,1,0,0,0,0,0,0
G00065-10,0,0,0,0,0,0,0,0,0,0,1
G00066-04,0,0,0,0,0,0,0,1,0,0,0
G00066-05,1,0,0,0,0,0,0,0,0,0,0
G00066-06,0,0,0,0,0,0,1,0,0,0,0
G00066-07,0,0,0,0,1,0,0,0,0,0,0
G00066-08,0,0,0,0,0,0,0,0,0,0,1
G00066-09,0,1,0,0,0,0,0,0,0,0,0
G00066-10,0,0,0,0,1,0,0,0,0,0,0
G00066-11,0,0,0,0,1,0,0,0,0,0,0
G00067-03,0,0,0,0,1,0,0,0,0,0,0
G00067-05,0,0,0,0,1,0,0,0,0,0,0
G00067-06,0,0,0,0,1,0,0,0,0,0,0
G00067-13,0,0,0,0,0,0,1,0,0,0,0
G00068-08,0,0,0,0,0,0,1,0,0,0,0
G00069-02,0,0,0,1,0,0,0,0,0,0,0
G00069-05,0,0,0,1,0,0,0,0,0,0,0
G00070-01,0,0,0,0,0,0,1,0,0,0,0
G00070-02,0,0,0,0,0,0,1,0,0,0,0
G00070-04,0,0,0,0,0,0,1,0,0,0,0
G00070-05,0,0,0,0,1,0,0,0,0,0,0
G00070-06,0,0,0,0,1,0,0,0,0,0,0
G00070-09,0,0,0,0,0,0,1,0,0,0,0
G00070-11,0,0,0,0,0,0,1,0,0,0,0
G00070-12,0,0,0,0,0,0,1,0,0,0,0
G00071-01,0,0,0,0,1,0,0,0,0,0,0
G00071-03,0,0,0,1,0,0,0,0,0,0,0
G00071-06,0,0,0,0,1,0,0,0,0,0,0
G00071-08,0,0,0,0,1,0,0,0,0,0,0
G00072-01,0,0,0,0,0,0,1,0,0,0,0
G00072-02,0,0,0,0,0,0,1,0,0,0,0
G00072-03,0,0,0,0,0,0,1,0,0,0,0
G00072-04,0,0,0,0,0,0,1,0,0,0,0
G00072-05,0,0,0,0,0,0,1,0,0,0,0
G00072-06,0,0,0,0,0,0,1,0,0,0,0
G00072-07,0,0,0,0,0,0,1,0,0,0,0
G00072-08,0,0,0,0,0,0,1,0,0,0,0
G00072-09,0,0,0,0,1,0,0,0,0,0,0
G00072-10,0,0,0,0,1,0,0,0,0,0,0
G00072-11,0,0,0,0,1,0,0,0,0,0,0
G00072-12,0,0,0,0,0,0,1,0,0,0,0
G00072-13,0,0,0,0,1,0,0,0,0,0,0
G00072-14,0,0,0,0,1,0,0,0,0,0,0
G00072-15,0,0,0,0,1,0,0,0,0,0,0
G00072-16,0,0,0,0,1,0,0,0,0,0,0
G00072-17,0,0,0,0,1,0,0,0,0,0,0
G00072-18,0,0,0,0,1,0,0,0,0,0,0
G00072-19,0,0,0,0,1,0,0,0,0,0,0
G00072-20,0,0,0,0,1,0,0,0,0,0,0
G00073-02,0,0,0,0,1,0,0,0,0,0,0
G00073-05,0,0,0,0,1,0,0,0,0,0,0
G00073-06,0,0,0,1,0,0,0,0,0,0,0
G00073-07,0,0,0,0,1,0,0,0,0,0,0
G00073-10,0,0,0,0,1,0,0,0,0,0,0
G00074-01,0,0,0,0,1,0,0,0,0,0,0
G00074-03,0,0,0,1,0,0,0,0,0,0,0
G00074-05,0,0,0,0,1,0,0,0,0,0,0
G00074-06,0,0,0,0,1,0,0,0,0,0,0
G00074-10,0,0,0,0,1,0,0,0,0,0,0
G00074-12,0,0,0,1,0,0,0,0,0,0,0
G00074-13,0,0,0,1,0,0,0,0,0,0,0
G00074-14,0,0,0,1,0,0,0,0,0,0,0
G00075-01,0,0,0,0,1,0,0,0,0,0,0
G00075-06,0,0,0,0,1,0,0,0,0,0,0
G00075-07,1,0,0,0,0,0,0,0,0,0,0
G00076-03,0,0,0,0,0,0,0,0,0,0,1
G00076-04,0,0,0,0,0,0,0,0,0,0,1
G00076-06,0,0,0,0,0,0,0,0,0,0,1
G00076-07,0,0,0,0,0,0,0,0,0,0,1
G00076-08,0,0,0,0,0,0,0,0,0,0,1
G00076-10,0,0,0,0,0,0,1,0,0,0,0
G00076-11,0,1,0,0,0,0,0,0,0,0,0
G00077-01,0,0,0,1,0,0,0,0,0,0,0
G00077-03,0,0,0,0,1,0,0,0,0,0,0
G00077-04,0,0,0,1,0,0,0,0,0,0,0
G00077-05,0,0,0,0,1,0,0,0,0,0,0
G00077-06,0,0,0,0,1,0,0,0,0,0,0
G00077-07,0,0,0,1,0,0,0,0,0,0,0
G00077-08,0,0,0,0,1,0,0,0,0,0,0
G00077-09,0,0,0,1,0,0,0,0,0,0,0
G00077-10,0,0,0,1,0,0,0,0,0,0,0
G00077-11,0,0,0,0,1,0,0,0,0,0,0
G00078-01,0,0,0,0,0,0,1,0,0,0,0
G00078-05,0,0,0,1,0,0,0,0,0,0,0
G00078-07,0,0,0,1,0,0,0,0,0,0,0
G00078-08,0,0,0,1,0,0,0,0,0,0,0
G00078-12,0,0,0,0,1,0,0,0,0,0,0
G00078-13,0,0,0,0,1,0,0,0,0,0,0
G00078-15,0,0,0,0,1,0,0,0,0,0,0
G00078-16,0,0,0,1,0,0,0,0,0,0,0
G00079-02,1,0,0,0,0,0,0,0,0,0,0
G00079-03,0,1,0,0,0,0,0,0,0,0,0
G00079-04,0,0,0,0,0,0,0,1,0,0,0
G00079-05,0,1,0,0,0,0,0,0,0,0,0
G00079-06,1,0,0,0,0,0,0,0,0,0,0
G00079-07,1,0,0,0,0,0,0,0,0,0,0
G00080-02,0,0,0,0,1,0,0,0,0,0,0
G00080-03,0,0,0,0,1,0,0,0,0,0,0
G00080-05,0,0,0,0,0,0,0,1,0,0,0
G00080-06,0,0,0,0,1,0,0,0,0,0,0
G00080-07,0,0,0,0,0,0,0,1,0,0,0
G00080-10,0,0,0,0,1,0,0,0,0,0,0
G00081-01,0,0,0,0,1,0,0,0,0,0,0
G00081-04,0,0,0,1,0,0,0,0,0,0,0
G00081-07,0,0,0,0,1,0,0,0,0,0,0
G00081-08,0,0,0,0,1,0,0,0,0,0,0
G00081-09,0,0,0,0,1,0,0,0,0,0,0
G00081-10,0,0,0,0,0,0,1,0,0,0,0
G00081-13,0,0,0,0,0,0,1,0,0,0,0
G00081-14,0,0,0,0,0,0,1,0,0,0,0
G00081-15,0,0,0,0,0,0,1,0,0,0,0
G00081-16,0,0,0,0,0,0,1,0,0,0,0
G00081-17,0,0,0,0,1,0,0,0,0,0,0
G00081-18,0,0,0,0,0,0,1,0,0,0,0
G00081-19,0,0,0,0,0,0,1,0,0,0,0
G00081-20,0,0,0,0,0,0,1,0,0,0,0
G00082-05,0,1,0,0,0,0,0,0,0,0,0
G00082-06,0,1,0,0,0,0,0,0,0,0,0
G00082-07,1,0,0,0,0,0,0,0,0,0,0
G00082-08,0,1,0,0,0,0,0,0,0,0,0
G00082-09,0,1,0,0,0,0,0,0,0,0,0
G00082-12,0,1,0,0,0,0,0,0,0,0,0
G00082-13,0,1,0,0,0,0,0,0,0,0,0
G00082-15,0,1,0,0,0,0,0,0,0,0,0
G00082-16,0,1,0,0,0,0,0,0,0,0,0
G00083-01,0,0,0,0,0,0,1,0,0,0,0
G00083-03,0,0,0,0,0,0,1,0,0,0,0
G00083-04,0,0,0,0,0,0,1,0,0,0,0
G00083-05,0,0,0,0,0,0,1,0,0,0,0
G00083-06,0,0,0,0,0,0,1,0,0,0,0
G00083-07,0,0,0,0,0,0,1,0,0,0,0
G00083-08,0,0,0,0,0,0,1,0,0,0,0
G00083-09,0,0,0,0,0,0,1,0,0,0,0
G00083-10,0,0,0,1,0,0,0,0,0,0,0
G00083-11,0,0,0,1,0,0,0,0,0,0,0
G00083-15,0,0,0,0,0,0,1,0,0,0,0
G00084-10,0,0,0,1,0,0,0,0,0,0,0
G00084-17,0,0,0,1,0,0,0,0,0,0,0
G00084-18,0,0,0,1,0,0,0,0,0,0,0
G00084-19,0,0,0,1,0,0,0,0,0,0,0
G00084-20,0,0,0,1,0,0,0,0,0,0,0
G00085-01,0,0,0,0,0,0,1,0,0,0,0
G00085-02,0,0,0,0,0,0,1,0,0,0,0
G00085-10,0,0,0,1,0,0,0,0,0,0,0
G00085-11,0,0,0,1,0,0,0,0,0,0,0
G00085-12,0,0,0,1,0,0,0,0,0,0,0
G00085-13,0,0,0,1,0,0,0,0,0,0,0
G00085-14,0,0,0,0,1,0,0,0,0,0,0
G00085-15,0,0,0,0,1,0,0,0,0,0,0
G00085-16,0,0,0,0,1,0,0,0,0,0,0
G00085-17,0,0,0,1,0,0,0,0,0,0,0
G00086-05,0,0,0,0,0,0,1,0,0,0,0
G00086-06,0,0,0,0,0,0,1,0,0,0,0
G00086-08,0,0,0,1,0,0,0,0,0,0,0
G00086-10,0,0,0,0,0,0,1,0,0,0,0
G00087-01,0,0,0,0,1,0,0,0,0,0,0
G00087-05,0,0,0,0,1,0,0,0,0,0,0
G00087-08,0,0,0,0,0,0,1,0,0,0,0
G00087-11,0,0,0,1,0,0,0,0,0,0,0
G00087-13,0,0,0,0,0,0,1,0,0,0,0
G00088-02,0,0,0,0,1,0,0,0,0,0,0
G00088-03,0,0,0,1,0,0,0,0,0,0,0
G00088-06,0,0,0,1,0,0,0,0,0,0,0
G00088-08,0,0,0,1,0,0,0,0,0,0,0
G00088-09,0,0,0,0,1,0,0,0,0,0,0
G00088-10,0,0,0,1,0,0,0,0,0,0,0
G00088-13,0,0,0,1,0,0,0,0,0,0,0
G00088-14,0,0,0,1,0,0,0,0,0,0,0
G00088-21,0,0,0,0,0,0,1,0,0,0,0
G00089-01,0,0,0,0,0,0,1,0,0,0,0
G00089-02,0,0,0,0,0,0,1,0,0,0,0
G00089-03,0,0,0,0,0,0,1,0,0,0,0
G00089-04,0,0,0,0,0,0,1,0,0,0,0
G00089-06,0,0,0,0,0,0,1,0,0,0,0
G00089-07,0,0,0,0,0,0,1,0,0,0,0
G00089-08,0,0,0,0,0,0,0,1,0,0,0
G00089-09,0,0,0,0,1,0,0,0,0,0,0
G00089-10,0,0,0,0,0,0,0,1,0,0,0
G00089-11,0,0,0,0,1,0,0,0,0,0,0
G00089-12,0,0,0,0,1,0,0,0,0,0,0
G00089-13,0,0,0,0,1,0,0,0,0,0,0
G00089-14,0,0,0,0,0,0,1,0,0,0,0
G00089-15,0,0,0,0,0,0,1,0,0,0,0
G00089-16,0,0,0,0,1,0,0,0,0,0,0
G00089-17,0,0,0,0,1,0,0,0,0,0,0
G00089-18,0,0,0,0,1,0,0,0,0,0,0
G00090-05,0,0,0,0,0,0,1,0,0,0,0
G00090-06,0,0,0,0,0,0,1,0,0,0,0
G00090-07,0,0,0,1,0,0,0,0,0,0,0
G00090-08,0,0,0,0,1,0,0,0,0,0,0
G00090-09,0,1,0,0,0,0,0,0,0,0,0
G00090-10,0,1,0,0,0,0,0,0,0,0,0
G00090-11,1,0,0,0,0,0,0,0,0,0,0
G00090-12,0,1,0,0,0,0,0,0,0,0,0
G00090-13,1,0,0,0,0,0,0,0,0,0,0
G00090-14,0,1,0,0,0,0,0,0,0,0,0
G00090-18,1,0,0,0,0,0,0,0,0,0,0
G00090-19,0,1,0,0,0,0,0,0,0,0,0
G00091-01,0,0,0,0,0,0,0,0,0,0,1
G00091-03,0,0,0,0,0,0,0,0,0,0,1
G00091-04,0,0,0,0,0,0,0,0,0,0,1
G00091-05,0,0,0,0,0,0,0,0,0,0,1
G00091-06,0,0,0,0,0,0,0,0,0,0,1
G00091-07,0,0,0,0,0,0,0,0,0,0,1
G00091-08,0,0,0,0,0,0,0,0,0,0,1
G00091-10,0,0,0,0,0,0,0,0,0,0,1
G00091-11,0,0,0,0,0,0,0,0,0,0,1
G00091-12,0,0,0,0,0,0,0,0,0,0,1
G00091-13,0,0,0,0,0,0,0,0,0,0,1
G00091-14,0,0,0,0,0,0,0,0,0,0,1
G00091-15,0,0,0,0,0,0,0,0,0,0,1
G00092-01,1,0,0,0,0,0,0,0,0,0,0
G00092-02,1,0,0,0,0,0,0,0,0,0,0
G00092-04,1,0,0,0,0,0,0,0,0,0,0
G00092-06,0,1,0,0,0,0,0,0,0,0,0
G00092-07,0,1,0,0,0,0,0,0,0,0,0
G00092-08,0,1,0,0,0,0,0,0,0,0,0
G00092-09,0,1,0,0,0,0,0,0,0,0,0
G00092-10,0,1,0,0,0,0,0,0,0,0,0
G00092-11,0,1,0,0,0,0,0,0,0,0,0
G00092-12,0,1,0,0,0,0,0,0,0,0,0
G00092-15,0,0,0,1,0,0,0,0,0,0,0
G00092-16,0,0,0,0,1,0,0,0,0,0,0
G00092-17,0,0,0,0,1,0,0,0,0,0,0
G00092-19,0,0,0,0,1,0,0,0,0,0,0
G00092-21,0,0,0,0,1,0,0,0,0,0,0
G00093-02,0,0,0,0,1,0,0,0,0,0,0
G00093-03,0,0,0,0,0,0,0,0,0,0,1
G00093-04,0,0,0,0,0,0,0,0,0,0,1
G00093-05,0,0,0,0,1,0,0,0,0,0,0
G00093-06,0,0,0,0,1,0,0,0,0,0,0
G00093-07,0,0,0,0,0,0,0,0,0,0,1
G00093-08,0,0,0,0,1,0,0,0,0,0,0
G00093-09,0,0,0,0,1,0,0,0,0,0,0
G00093-10,0,0,0,0,1,0,0,0,0,0,0
G00093-11,0,0,0,0,1,0,0,0,0,0,0
G00093-12,0,0,0,0,0,0,0,0,0,0,1
G00093-13,0,0,0,0,1,0,0,0,0,0,0
G00093-14,0,1,0,0,0,0,0,0,0,0,0
G00093-15,0,0,0,0,1,0,0,0,0,0,0
G00093-16,0,0,0,0,1,0,0,0,0,0,0
G00093-17,0,0,0,0,1,0,0,0,0,0,0
G00093-18,0,0,0,0,1,0,0,0,0,0,0
