specimen,shannon,inv_simpson,bwpd,phylo_entropy,quadratic,unrooted_pd,rooted_pd
E00089-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00090-01,2.81007,2.40631,5.30773,3.49976,1.97961,10.5291,10.6917
E00090-02,1.0,1.0,0.0,-0.0,0.0,0.0,3.3776
E00090-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
E00090-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.37761
F00001-01,8.03071,5.87167,8.39861,8.94141,3.56103,43.0228,43.0228
F00002-01,15.7609,9.39219,8.1011,11.4452,3.70861,89.665,89.665
F00003-01,33.2387,11.7903,7.88985,14.1948,3.70772,251.937,251.937
F00003-02,18.936,7.21026,7.78844,12.0117,3.51768,140.048,140.048
F00003-03,19.6277,9.66761,8.11721,12.2175,3.67952,128.024,128.024
F00004-01,7.74749,6.0427,7.62132,8.1663,3.32859,34.3806,34.3806
F00004-02,10.3292,7.1661,7.93031,9.60849,3.54078,51.6712,51.6712
F00005-01,11.1512,8.20999,7.11326,8.87973,3.23367,45.7448,45.7448
F00005-02,17.9945,9.3486,7.9747,11.7324,3.62533,114.159,114.159
F00006-01,22.0163,10.2748,8.03452,12.7403,3.71964,145.045,145.045
F00006-02,17.7965,8.6197,7.60371,11.2947,3.46798,107.832,107.832
F00006-03,14.3364,7.21723,6.61163,9.31029,3.01196,68.6513,68.6513
F00007-01,21.9188,9.08077,8.60014,13.4617,3.8801,183.708,183.708
F00007-02,9.41657,7.17398,8.06867,9.33042,3.58079,45.1124,45.1124
F00007-03,11.4686,7.6049,6.8307,8.70705,3.09972,48.462,48.5281
F00008-01,9.67973,6.48157,7.08845,8.40429,3.13107,44.2911,44.2911
F00008-02,16.8638,8.87679,7.94312,11.4389,3.59279,104.124,104.124
F00008-03,7.38176,5.80567,9.02886,9.14937,3.78859,40.736,40.736
F00009-01,31.632,10.3088,7.38198,13.1918,3.44862,214.282,214.282
F00009-02,26.556,10.0038,7.43755,12.7131,3.48929,172.908,172.908
F00009-03,11.7452,8.64241,7.14094,9.06627,3.25447,48.9039,48.9039
F00010-01,21.8886,10.3261,7.88585,12.4785,3.65202,139.661,139.661
F00010-02,16.6644,10.1631,8.03148,11.5531,3.70256,90.3925,90.3925
F00011-01,15.4167,9.40844,7.8867,11.0449,3.60852,82.4906,82.4906
F00011-02,6.10479,4.34358,9.89476,8.95019,3.80837,41.042,41.042
F00012-01,29.5283,12.3777,7.60562,13.2114,3.58722,180.74,180.74
F00013-01,16.1906,9.39786,7.16587,10.2955,3.30408,77.6225,77.6225
F00013-02,8.75437,6.81631,7.87103,8.84584,3.4791,40.6026,40.6026
F00014-01,5.28037,4.46035,6.93167,6.04763,2.81957,20.8709,21.0335
F00014-02,19.1775,9.44693,7.39842,11.3158,3.42548,102.668,102.668
F00015-01,16.0634,9.60381,8.25784,11.689,3.77155,94.5295,94.5295
F00016-01,17.6784,10.4995,7.37122,10.8423,3.41521,86.8053,86.8053
F00016-02,19.7389,10.3706,7.29991,11.1699,3.38392,102.842,102.842
F00017-01,26.7353,9.67453,7.56965,12.8742,3.51292,193.179,193.179
F00017-02,12.0674,8.39194,7.85507,10.0649,3.55973,58.7553,58.7553
F00017-03,9.70726,6.49076,8.54216,10.0576,3.74331,53.8501,53.8501
F00018-01,26.6248,11.7599,7.79722,13.1029,3.65305,171.957,171.957
F00018-02,23.5507,10.0917,8.11392,13.1649,3.75427,172.192,172.192
F00019-01,23.6217,10.0833,7.54555,12.3936,3.53064,143.004,143.004
F00019-02,13.3524,8.90121,7.94574,10.5838,3.62495,68.3153,68.3153
F00019-03,9.82964,7.82385,8.2068,9.4925,3.62265,47.1188,47.1188
F00020-01,7.13755,5.64522,6.47615,6.66214,2.7893,27.1045,27.1706
F00020-02,8.02933,5.57018,6.99313,7.78822,3.06755,35.6533,35.7194
F00021-01,13.254,6.42779,9.05442,11.7308,3.83304,108.259,108.259
F00021-02,18.2106,9.59087,7.40831,11.1884,3.4534,93.4695,93.4695
F00021-03,12.9473,9.17188,7.46598,9.83416,3.42145,58.4968,58.4968
F00022-01,20.7572,11.6254,7.94196,12.26,3.69463,117.6,117.6
F00022-02,14.106,9.669,7.87447,10.6987,3.62435,68.5997,68.5997
F00023-01,24.1539,11.0879,7.94218,12.8116,3.66033,158.915,158.915
F00023-02,15.7088,8.76199,8.24469,11.6035,3.73216,96.0304,96.0304
F00024-01,28.7829,11.3983,7.50159,13.0178,3.53465,180.457,180.457
F00024-02,22.0206,9.27295,7.3738,11.8676,3.42426,136.349,136.349
F00025-01,7.808,5.58609,8.28015,8.7635,3.50081,40.9934,40.9934
F00025-02,8.54697,6.9553,8.11392,8.87889,3.54325,39.7412,39.7412
F00025-03,10.5768,6.72542,8.73708,10.4933,3.78731,66.5708,66.5708
F00026-01,26.2646,9.38158,7.12049,12.3094,3.3649,157.621,157.621
F00026-02,7.45041,6.25806,6.82326,7.06427,2.9555,28.708,28.708
F00026-03,8.1483,5.87005,8.38513,9.05874,3.58255,43.7846,43.7846
F00027-01,12.5923,7.89822,7.7923,10.2643,3.53907,63.6113,63.6113
F00027-02,8.91852,6.91312,8.13568,9.04588,3.53606,44.0979,44.0979
F00028-01,22.0739,11.7383,7.39111,11.6837,3.4541,115.338,115.338
F00028-02,16.0901,8.90714,8.01966,11.4272,3.65136,96.5587,96.5587
F00028-03,12.7484,8.47376,7.26197,9.59174,3.32355,57.6707,57.6707
F00029-01,15.0736,7.58043,7.5369,10.6504,3.40789,83.897,83.897
F00029-02,14.013,7.92396,8.57818,11.5204,3.81308,94.7323,94.7323
F00030-01,34.4063,12.2757,7.73576,13.984,3.63029,260.25,260.25
F00030-02,16.5338,8.30171,8.9368,12.7118,3.98536,124.168,124.168
F00031-01,14.2145,9.51743,8.07807,10.9635,3.69652,73.5791,73.5791
F00031-02,6.94422,5.26248,7.98317,7.95808,3.32619,33.9861,33.9861
F00032-01,10.1264,7.24949,7.76427,9.19842,3.42509,47.9795,47.9795
F00032-02,12.5524,8.3534,8.23443,10.6396,3.70207,68.3947,68.3947
F00032-03,18.6164,9.77289,7.99176,11.952,3.66925,110.909,110.909
F00033-01,27.0615,12.4288,8.07756,13.5419,3.7756,181.695,181.695
F00034-01,12.9835,8.47041,7.85915,10.3702,3.56748,65.1248,65.1248
F00035-01,12.6538,8.55684,7.81349,10.2178,3.55548,61.6302,61.6302
F00035-02,2.42842,2.13423,7.77062,4.58243,2.74482,14.188,14.188
F00036-01,13.2216,8.94847,8.41418,11.1012,3.8192,72.7549,72.7549
F00036-02,9.65675,6.34952,7.98606,9.23353,3.43055,53.7159,53.7159
F00036-03,10.0647,7.71389,7.13606,8.55949,3.2264,41.2597,41.2597
F00037-01,22.5657,10.9766,7.76817,12.4742,3.63805,135.893,135.893
F00037-02,9.23238,5.40751,8.97095,10.0133,3.67188,65.4712,65.4712
F00037-03,14.2738,6.88827,6.26032,8.95958,2.88098,63.9995,63.9995
F00038-01,32.2459,11.1605,7.00113,12.6854,3.32493,183.765,183.765
F00038-02,17.8195,9.10395,8.28018,12.1272,3.74791,122.009,122.009
F00038-03,5.12003,4.15922,6.35538,5.50126,2.55859,19.2286,19.3912
F00039-01,13.5667,7.70054,7.17054,9.70406,3.23815,69.5181,69.5181
F00039-02,8.06652,5.86345,8.96096,9.48126,3.7669,47.2465,47.2465
F00040-01,22.3293,10.555,7.96456,12.6729,3.69369,141.622,141.622
F00040-02,21.7069,10.7623,7.32165,11.6009,3.41919,116.36,116.36
F00041-01,18.5741,10.773,7.78021,11.5594,3.58905,100.174,100.174
F00041-02,13.4838,8.83863,8.46371,11.1819,3.81196,76.961,76.961
F00042-01,21.998,10.5845,7.80641,12.4818,3.65665,128.175,128.175
F00042-02,16.4804,11.164,7.46822,10.5787,3.437,76.6729,76.6729
F00043-01,9.35669,7.32691,7.1649,8.25431,3.18758,38.4243,38.4243
F00043-02,19.0591,9.55536,7.58511,11.586,3.51935,101.931,101.931
F00044-01,12.0793,7.70234,9.06783,11.3512,3.96445,77.0395,77.0395
F00045-01,29.0192,11.245,7.21973,12.4437,3.36616,173.937,173.937
F00046-01,8.21169,5.72756,7.15207,7.85595,3.07963,37.0858,37.0858
F00046-02,11.7453,6.58177,6.57732,8.49183,2.92338,55.0527,55.1188
F00047-01,6.16721,5.6468,8.37428,7.67757,3.47283,27.7193,27.7193
F00047-02,9.23583,6.829,8.78644,9.87523,3.79164,50.6365,50.6365
F00047-03,10.5083,7.79235,7.20422,8.79643,3.25979,44.2884,44.2884
F00048-01,19.3326,12.3474,7.25169,10.9033,3.38316,88.7069,88.7069
F00048-02,21.9151,10.7663,7.96408,12.5556,3.68925,138.493,138.493
F00049-01,8.35243,6.63402,8.7325,9.42859,3.7725,44.0285,44.0285
F00049-02,13.1926,9.03698,7.16112,9.49047,3.27186,59.4933,59.4933
F00050-01,6.46309,4.90042,6.38641,6.27344,2.67576,24.9269,25.0389
F00050-02,5.09401,3.71947,8.1197,7.1897,3.2288,28.2691,28.2691
F00051-01,8.25719,6.48961,7.51464,8.22423,3.29543,36.0728,36.0728
F00051-02,8.37722,6.14782,9.3776,10.1505,3.99876,51.2774,51.2774
F00052-01,27.215,11.7151,7.95402,13.4527,3.72434,184.322,184.322
F00052-02,18.3236,10.439,7.90351,11.7813,3.66301,100.025,100.025
F00053-01,25.0715,11.192,8.21334,13.5167,3.8206,177.509,177.509
F00053-02,10.4156,6.77138,7.40522,9.02202,3.28154,49.8688,49.8688
F00053-03,5.42655,3.97569,9.83589,8.4449,3.73721,36.1204,36.1204
F00054-01,25.698,8.84619,6.89171,11.6584,3.18521,154.829,154.829
F00054-02,8.08871,5.85779,7.2733,7.93733,3.14873,36.9099,36.9099
F00055-01,17.51,9.02289,8.78828,12.7951,3.97411,125.175,125.175
F00055-02,5.86138,4.47938,8.18016,7.62832,3.3507,30.4964,30.4964
F00056-01,8.42383,5.42999,9.61261,10.2648,3.92968,57.2912,57.2912
F00057-01,13.6829,8.9074,8.44186,11.2011,3.80086,78.353,78.353
F00057-02,12.2998,8.55719,8.13555,10.4251,3.66867,63.1636,63.1636
F00057-03,8.91414,6.39858,7.29767,8.35922,3.22393,39.4703,39.6328
F00058-01,15.1684,8.81408,8.40584,11.6734,3.80587,93.9417,93.9417
F00058-02,20.6458,9.10143,7.56679,11.8728,3.49076,129.809,129.809
F00059-01,20.9359,10.3579,8.16148,12.6752,3.76512,138.094,138.094
F00059-02,21.4744,10.5603,8.0695,12.706,3.75066,131.938,131.938
F00060-01,8.47789,6.87461,7.56173,8.29075,3.31456,36.3275,36.3275
F00060-02,9.07437,7.10223,8.51617,9.52757,3.71174,45.768,45.768
F00061-01,17.5358,9.30796,7.69042,11.323,3.5285,96.2274,96.2274
F00061-02,11.7072,5.1702,7.77692,10.0308,3.2886,89.1742,89.1742
F00062-01,13.9249,8.1899,6.89568,9.501,3.16701,62.9239,62.99
F00063-01,4.76698,4.08339,6.09255,5.02171,2.42805,16.868,16.9341
F00064-01,16.9049,9.87102,7.61687,11.0957,3.52651,89.4686,89.4686
F00065-01,7.79327,6.46189,7.86363,8.27305,3.40569,35.0151,35.0151
F00066-01,9.98045,7.44491,7.37976,8.6527,3.25583,45.1899,45.1899
F00067-01,9.30612,4.2143,9.49126,11.413,3.90232,96.8911,96.8911
F00067-02,8.6612,6.87101,9.01476,9.83104,3.89106,46.5318,46.5318
F00068-01,18.5587,10.1975,7.97553,11.9905,3.70245,104.712,104.712
F00069-01,14.3781,9.35472,7.64335,10.5071,3.52023,69.4954,69.4954
F00070-01,16.9566,7.94158,8.51764,12.2392,3.77935,130.217,130.217
F00071-01,9.68107,6.52185,8.67756,10.007,3.73213,56.8378,56.8378
F00072-01,10.9283,7.73749,8.59977,10.41,3.79057,60.4793,60.4793
F00073-01,19.0858,10.0514,8.22268,12.4067,3.78858,122.96,122.96
F00074-01,15.9002,8.0348,7.33996,10.5016,3.32373,84.923,84.923
G00001-01,4.60638,4.29693,6.22983,4.90117,2.46199,15.2003,15.2664
G00001-02,6.9466,6.18661,6.71644,6.6519,2.87717,25.1282,25.1282
G00001-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.80501
G00001-04,1.62109,1.53488,5.64196,1.95536,1.41049,5.64196,6.86848
G00001-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.5624
G00001-07,2.32616,2.16299,6.86843,3.59475,2.28948,10.3026,10.5074
G00001-08,1.07811,1.05736,0.632104,0.219071,0.158026,0.632104,3.22899
G00001-09,2.86737,2.70221,9.95249,5.24196,3.1347,15.1251,15.1251
G00001-10,6.79698,5.49654,7.24883,7.06137,3.01421,29.1667,29.1667
G00001-11,10.8719,7.23104,6.99973,8.60303,3.10675,47.775,47.775
G00001-12,1.1146,1.08491,0.520345,0.180338,0.130086,0.520345,1.92234
G00001-13,2.0,2.0,6.45376,2.2367,1.61344,6.45376,6.45376
G00002-04,1.0,1.0,0.0,-0.0,0.0,0.0,6.07724
G00002-05,6.50157,5.07018,7.50438,7.3025,3.13145,29.0619,29.0619
G00002-08,2.64267,2.44666,2.77028,1.51769,0.923428,4.15543,4.31796
G00002-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.66622
G00002-11,1.922,1.89145,6.72532,2.33082,1.68133,6.72532,6.93006
G00002-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.95778
G00002-13,4.12666,3.852,8.16001,5.8788,3.07071,17.9838,17.9838
G00002-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.50733
G00003-03,1.0,1.0,0.0,-0.0,0.0,0.0,2.97117
G00003-04,7.0883,4.43253,3.22322,3.49523,1.38206,16.7776,16.9401
G00003-06,3.37332,2.47748,3.07821,2.24262,1.09994,8.55835,8.72089
G00004-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.4439
G00004-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.38721
G00004-06,1.93088,1.90342,7.66068,2.65499,1.91517,7.66068,7.86542
G00004-08,2.70955,2.5968,6.05466,3.27157,2.01822,9.08199,9.14808
G00004-09,1.86235,1.81344,6.73958,2.33576,1.6849,6.73958,7.126
G00004-11,1.50572,1.4189,3.99999,1.38629,0.999996,3.99999,5.3872
G00004-13,2.87601,2.82781,8.20365,4.46926,2.73455,12.3055,12.3055
G00004-15,1.92341,1.89334,6.85927,2.37724,1.71482,6.85927,7.06401
G00004-18,1.0,1.0,0.0,-0.0,0.0,0.0,3.36134
G00004-21,1.0,1.0,0.0,-0.0,0.0,0.0,1.93168
G00005-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.43403
G00005-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.47011
G00005-05,1.0,1.0,0.0,-0.0,0.0,0.0,4.7675
G00005-06,1.0,1.0,0.0,-0.0,0.0,0.0,3.22744
G00005-07,2.83582,2.72636,6.68512,3.66813,2.22837,10.0277,10.1902
G00005-09,1.0,1.0,0.0,-0.0,0.0,0.0,2.29112
G00005-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.36001
G00005-11,1.0,1.0,0.0,-0.0,0.0,0.0,6.22647
G00005-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.67992
G00005-16,2.0,2.0,9.5054,3.29432,2.37635,9.5054,9.5054
G00005-17,2.84592,2.76503,5.89439,3.21922,1.9648,8.84159,8.90769
G00005-18,1.0,1.0,0.0,-0.0,0.0,0.0,3.72794
G00005-19,1.0,1.0,0.0,-0.0,0.0,0.0,5.63156
G00006-01,1.22991,1.17547,0.898616,0.311437,0.224654,0.898616,1.95426
G00006-02,31.4621,8.02871,7.45262,13.2678,3.36791,267.739,267.739
G00006-03,4.76715,3.23636,5.99611,5.8454,2.58635,22.802,22.802
G00006-04,5.06572,3.7935,3.68375,3.27498,1.48639,12.7356,12.8982
G00006-05,16.9201,10.0181,6.57199,9.51315,3.02759,72.2551,72.2551
G00006-06,3.90437,3.16903,3.37915,2.53713,1.27489,8.44415,8.60668
G00006-07,1.86187,1.81282,6.71217,2.32626,1.67804,6.71217,7.09858
G00006-08,8.90065,4.37545,3.38254,4.09535,1.44519,32.4734,32.5395
G00006-09,5.10646,2.89472,2.76161,2.94287,1.18137,14.4952,14.6578
G00006-10,6.79598,4.98723,7.2448,7.2886,3.04078,30.6271,30.6271
G00006-11,2.0,2.0,10.0361,3.47823,2.50902,10.0361,10.0361
G00006-12,7.37593,5.87847,8.69092,8.75934,3.63787,38.298,38.298
G00006-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.69642
G00006-14,1.0,1.0,0.0,-0.0,0.0,0.0,1.55292
G00006-15,5.63566,2.34114,2.06604,2.63685,0.873584,32.2456,32.3117
G00006-17,4.95032,3.70798,2.8302,2.54023,1.15987,9.13976,9.3023
G00006-18,11.6739,8.3746,7.59645,9.60157,3.44071,53.067,53.067
G00006-19,8.39059,6.20537,7.53624,8.44429,3.33009,37.8249,37.8249
G00007-01,4.64828,4.28141,8.09965,6.32741,3.15622,20.3636,20.3636
G00007-02,11.5023,7.92015,7.30487,9.10997,3.25879,52.6417,52.6417
G00007-03,3.70646,2.76822,3.32163,2.60417,1.26972,9.44792,9.65266
G00007-04,17.1058,9.41537,7.89868,11.3969,3.58752,101.249,101.249
G00007-05,1.85642,1.80591,2.69951,0.935578,0.674877,2.69951,2.86204
G00007-06,16.4288,7.76413,7.38733,10.6664,3.31992,95.2603,95.2603
G00007-07,2.03958,1.87064,2.52245,1.28762,0.840818,3.78368,3.98842
G00007-08,1.64468,1.55983,2.702,0.936441,0.675499,2.702,3.23311
G00007-09,13.8094,6.89389,7.11727,9.62449,3.1342,75.7511,75.7511
G00007-10,8.24853,6.44774,7.09907,7.58927,3.03892,35.0214,35.0214
G00007-11,2.1005,1.92805,2.93923,1.51066,0.979742,4.40884,4.61358
G00008-02,1.00543,1.00392,0.0289015,0.0100165,0.00722537,0.0289015,1.86311
G00008-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.74559
G00008-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.64959
G00008-10,2.99549,2.49245,3.20592,2.14687,1.17173,6.66451,6.86925
G00008-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.66472
G00008-12,1.81466,1.75392,1.99187,0.690329,0.497967,1.99187,2.1544
G00008-13,4.02135,2.64809,2.69569,2.31625,1.03589,11.0204,11.1829
G00008-15,1.06651,1.03609,0.13931,0.0965516,0.0522378,0.278592,1.70845
G00008-16,1.0,1.0,0.0,-0.0,0.0,0.0,1.52986
G00008-18,1.3016,1.19259,0.770346,0.419139,0.256782,1.15552,2.34648
G00008-21,1.0,1.0,0.0,-0.0,0.0,0.0,1.47826
G00008-23,1.0,1.0,0.0,-0.0,0.0,0.0,2.7923
G00008-24,1.0,1.0,0.0,-0.0,0.0,0.0,1.94566
G00009-01,13.124,6.34102,6.80741,9.10975,2.98049,66.8745,66.8745
G00009-02,1.87794,1.83344,4.098,1.42026,1.0245,4.098,4.30274
G00009-03,9.77,7.57678,7.09631,8.20037,3.12289,40.7111,40.7111
G00009-04,9.12191,6.04529,7.10331,8.13864,3.07252,41.3397,41.3397
G00009-05,4.16946,3.40512,3.19742,2.53477,1.25395,8.18268,8.34521
G00009-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.54587
G00009-11,1.0,1.0,0.0,-0.0,0.0,0.0,3.75638
G00009-13,1.51209,1.42505,4.02581,1.39524,1.00645,4.02581,5.3872
G00009-15,1.01136,1.00822,0.0579368,0.0200794,0.0144842,0.0579368,1.80589
G00009-16,8.40429,4.25416,3.52742,4.14196,1.48835,33.8416,34.0042
G00009-17,1.59764,1.44912,1.47763,0.78986,0.522485,2.70225,3.08867
G00010-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.95227
G00010-08,1.01053,1.00762,0.0609408,0.0211205,0.0152352,0.0609408,2.0461
G00010-09,1.70123,1.62151,2.53807,0.879627,0.634517,2.53807,2.92448
G00010-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.75174
G00010-21,1.75564,1.50562,1.47844,0.783112,0.467253,2.25958,2.91174
G00010-22,1.0,1.0,0.0,-0.0,0.0,0.0,1.57678
G00011-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.7049
G00011-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.4053
G00011-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.38267
G00012-04,1.0,1.0,0.0,-0.0,0.0,0.0,2.41242
G00012-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.42623
G00012-09,1.0,1.0,0.0,-0.0,0.0,0.0,2.01478
G00012-13,1.0,1.0,0.0,-0.0,0.0,0.0,3.11411
G00012-14,1.84138,1.78697,2.40166,0.832351,0.600414,2.40166,2.56419
G00012-15,1.88513,1.84275,3.48438,1.20759,0.871095,3.48438,3.64691
G00012-16,3.77615,2.10082,1.99115,2.05442,0.810187,14.2275,14.3901
G00012-18,1.84716,1.79422,2.50931,0.869659,0.627326,2.50931,2.67184
G00013-01,2.96866,1.93122,1.87406,1.68531,0.746839,7.04605,7.57716
G00013-02,2.48856,2.30186,2.3447,1.2599,0.781566,3.51705,3.62907
G00013-03,4.00637,3.23774,2.99281,2.25781,1.12435,7.47189,7.53799
G00013-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.46457
G00013-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.79713
G00013-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.57564
G00013-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.56301
G00013-16,2.04728,1.80374,1.91481,1.02633,0.63827,2.87221,3.25863
G00013-18,1.3284,1.25761,1.30321,0.451658,0.325802,1.30321,2.24211
G00013-19,1.0,1.0,0.0,-0.0,0.0,0.0,1.76528
G00013-20,1.0,1.0,0.0,-0.0,0.0,0.0,1.39299
G00013-21,1.56606,1.47835,2.39208,0.82903,0.598019,2.39208,3.04423
G00013-22,1.0,1.0,0.0,-0.0,0.0,0.0,1.88182
G00013-24,2.43063,1.85944,1.82762,1.27631,0.664204,4.26317,4.64959
G00014-04,2.40075,2.05519,2.42289,1.43619,0.841965,4.31283,4.51758
G00014-06,1.62581,1.53984,2.4923,0.863766,0.623075,2.4923,3.02341
G00014-07,2.80931,2.35657,2.77157,1.65281,0.921106,5.11288,5.31762
G00014-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.10811
G00014-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.59068
G00014-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.99071
G00014-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.23556
G00014-16,1.85756,1.80735,3.43218,1.1895,0.858045,3.43218,3.63692
G00014-18,1.58732,1.43032,1.36428,0.698413,0.454762,2.04643,2.69858
G00014-21,3.19381,2.95878,3.55874,2.1606,1.23178,6.29553,6.29553
G00014-22,1.93736,1.91221,2.74731,0.952145,0.686828,2.74731,2.81341
G00014-24,1.0,1.0,0.0,-0.0,0.0,0.0,2.66812
G00014-25,1.0,1.0,0.0,-0.0,0.0,0.0,1.77535
G00014-27,1.47058,1.38541,2.0457,0.708987,0.511426,2.0457,2.86123
G00014-32,1.0,1.0,0.0,-0.0,0.0,0.0,1.58659
G00015-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.94405
G00015-02,2.53171,2.19121,2.56484,1.4658,0.85785,4.29796,4.50271
G00015-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.74078
G00015-04,1.39456,1.30219,1.18611,0.56663,0.39537,1.77916,2.59469
G00015-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.45332
G00015-15,3.20691,2.50951,2.40851,1.7338,0.894964,5.77983,5.94237
G00016-01,1.85944,1.80974,3.48539,1.20794,0.871348,3.48539,3.69013
G00016-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.24984
G00016-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.61473
G00016-07,1.49864,1.41208,1.82841,0.633679,0.457103,1.82841,2.48056
G00016-14,1.57645,1.48885,2.03174,0.704146,0.507934,2.03174,2.56285
G00016-16,1.0,1.0,0.0,-0.0,0.0,0.0,1.78717
G00016-19,1.0,1.0,0.0,-0.0,0.0,0.0,1.93922
G00016-20,1.0,1.0,0.0,-0.0,0.0,0.0,1.34686
G00016-21,1.0,1.0,0.0,-0.0,0.0,0.0,1.27157
G00016-23,1.0,1.0,0.0,-0.0,0.0,0.0,2.24983
G00016-24,1.87545,1.83023,3.17932,1.10187,0.794831,3.17932,3.34186
G00016-25,1.60383,1.5169,2.27305,0.787778,0.568261,2.27305,2.80416
G00017-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.66799
G00017-06,1.0,1.0,0.0,-0.0,0.0,0.0,2.20347
G00017-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.31023
G00017-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.76711
G00017-21,2.16708,1.88883,2.61327,1.43163,0.871089,3.9199,4.45101
G00017-22,1.0,1.0,0.0,-0.0,0.0,0.0,0.910995
G00017-25,1.70515,1.62165,2.80011,1.29934,0.933369,4.20016,4.4049
G00018-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.95396
G00018-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.34556
G00018-12,1.20098,1.13055,0.621598,0.32861,0.207199,0.932396,2.3713
G00018-13,1.0,1.0,0.0,-0.0,0.0,0.0,3.30165
G00018-19,1.0,1.0,0.0,-0.0,0.0,0.0,1.71868
G00018-20,1.0,1.0,0.0,-0.0,0.0,0.0,1.4641
G00018-23,1.54206,1.40992,1.40802,0.699177,0.46934,2.11203,2.76418
G00018-24,1.0,1.0,0.0,-0.0,0.0,0.0,1.36368
G00018-26,1.0,1.0,0.0,-0.0,0.0,0.0,2.07059
G00019-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.38721
G00019-02,1.76093,1.57722,1.96635,0.976692,0.6317,3.08725,3.47367
G00019-04,1.0,1.0,0.0,-0.0,0.0,0.0,3.36956
G00019-06,3.50939,3.34999,7.76453,4.91545,2.74656,14.2079,14.2079
G00019-07,1.0,1.0,0.0,-0.0,0.0,0.0,2.68354
G00019-08,1.0,1.0,0.0,-0.0,0.0,0.0,3.38721
G00019-14,1.82856,1.77102,2.75763,0.955723,0.689409,2.75763,2.96238
G00019-15,9.43801,6.86843,7.60224,8.77396,3.33959,44.1339,44.1339
G00019-16,1.1384,1.10315,0.61789,0.214144,0.154473,0.61789,1.96101
G00019-17,1.0,1.0,0.0,-0.0,0.0,0.0,3.76742
G00019-18,6.90753,5.32132,6.57384,6.57836,2.7642,27.3251,27.3251
G00019-20,1.0,1.0,0.0,-0.0,0.0,0.0,1.94466
G00019-23,1.0,1.0,0.0,-0.0,0.0,0.0,2.16003
G00019-24,1.50572,1.4189,3.99999,1.38629,0.999996,3.99999,5.3872
G00019-25,1.86325,1.81459,6.79074,2.35349,1.69768,6.79074,7.17715
G00019-28,1.50572,1.4189,3.99999,1.38629,0.999996,3.99999,5.3872
G00019-32,1.9346,1.90847,6.45265,2.23632,1.61316,6.45265,6.61518
G00019-33,2.0,2.0,9.74612,3.37775,2.43653,9.74612,9.74612
G00019-34,12.2208,6.98899,7.75365,9.95162,3.4068,71.9549,71.9549
G00019-35,1.0,1.0,0.0,-0.0,0.0,0.0,1.83123
G00020-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.85648
G00020-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.96794
G00020-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.5974
G00020-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.91157
G00020-23,1.00916,1.00662,0.0475054,0.0164641,0.0118763,0.0475054,1.8285
G00021-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.52496
